Id,LotArea,OverallQual,T_Bath,T_Br,Fireplaces,GarageCars,T_Sf,SalePrice
608,7800,5,4,3,0,1,2529.82,225000
609,12168,8,3,4,2,2,3609.72,359100
610,7943,4,2,3,0,1,1699.42,118500
611,11050,9,4,3,2,3,3139.08,313000
612,10395,6,3,3,1,2,1526.66,148000
613,11885,8,4,3,1,2,2772.32,261500
614,8402,5,1,3,0,0,1527.64,147000
615,1491,4,2,1,0,0,1101.24,75500
616,8800,6,2,3,0,2,1652.3,137500
617,7861,6,4,3,1,2,2007.62,183200
618,7227,6,1,2,0,2,1064.96,105500
619,11694,9,2,3,1,3,2596.88,314813
620,12244,8,4,4,2,3,3080.62,305000
621,8248,3,2,2,0,0,1207.86,67000
622,10800,6,3,4,1,2,3645.8,240000
623,7064,5,1,3,0,2,1567.68,135000
624,2117,6,3,2,1,2,1892.08,168500
625,10400,6,4,4,1,2,2261.86,165150
626,10000,6,2,3,0,2,1659.48,160000
627,12342,5,1,3,1,1,1727.52,139900
628,9600,6,2,3,2,1,2284.04,153000
629,11606,5,4,5,2,2,2806.6,135000
630,9020,6,3,3,0,2,2138.48,168500
631,9000,5,1,3,0,1,2185.92,124000
632,4590,8,2,2,1,2,2155.52,209500
633,11900,7,2,3,1,2,2201.44,82500
634,9250,5,2,3,0,1,1923.6,139400
635,6979,6,2,0,0,2,1924.48,144000
636,10896,6,2,8,0,0,3973.24,200000
637,6120,2,1,1,1,0,873.92,60000
638,6000,5,2,3,0,1,1614.08,93000
639,8777,5,1,2,0,0,1373.12,85000
640,3982,8,3,1,1,3,2584.64,264561
641,12677,8,2,1,1,2,2587.56,274000
642,7050,7,4,3,1,2,2663.88,226000
643,13860,8,4,4,3,2,3990.92,345000
644,10793,5,3,4,0,2,2236.72,152000
645,9187,9,4,2,1,3,2870.42,370878
646,10530,6,3,3,0,2,1648.26,143250
647,7200,5,1,3,0,2,1069.6,98300
648,10452,6,1,3,2,2,1742.52,155000
649,7700,6,2,4,1,2,2339.96,155000
650,1936,4,2,1,0,0,1020.6,84500
651,8125,7,3,3,0,2,1892.64,205950
652,9084,4,2,4,1,1,1798.2,108000
653,8750,7,3,2,1,2,2058.4,191000
654,10320,6,1,3,0,1,1927.48,135000
655,10437,8,4,2,1,3,3468,350000
656,1680,6,2,3,0,1,1239,88000
657,10007,5,3,3,0,1,1621.88,145500
658,7200,7,2,3,1,1,1817.84,149000
659,17503,6,2,3,1,1,1836.24,97500
660,9937,5,2,3,0,2,2118.66,167000
661,12384,7,3,3,1,2,2469.2,197900
662,46589,8,4,4,1,3,3819.74,402000
663,13560,6,2,2,2,2,1992.96,110000
664,10012,4,3,3,0,2,2032.04,137500
665,20896,8,3,1,1,3,3600.18,423000
666,11194,8,3,3,1,2,2549.2,230500
667,18450,6,3,3,1,2,3187.28,129000
668,8125,6,3,3,1,2,2637.12,193500
669,14175,5,3,3,1,2,2300.12,168000
670,11600,4,1,2,1,1,1434.96,137500
671,8633,6,4,3,0,2,1840.26,173500
672,6629,6,3,3,0,1,1838.58,103600
673,11250,6,3,3,1,2,1967.34,165000
674,14442,6,3,3,2,2,2845.4,257500
675,9200,6,2,3,1,1,2030,140000
676,2289,6,3,3,1,2,1804.06,148500
677,9600,4,3,4,0,3,2159.8,87000
678,9022,5,1,2,0,1,1314.88,109500
679,11844,8,3,3,1,3,2890.56,372500
680,9945,5,2,3,0,2,1545.82,128500
681,8012,6,2,2,1,1,1457.72,143000
682,4500,5,1,3,0,1,1853.2,159434
683,2887,6,2,2,1,2,2189.98,173000
684,11248,9,3,3,1,3,2683.82,285000
685,16770,7,3,4,0,2,2238.4,221000
686,5062,7,3,3,1,2,2906.76,207500
688,5105,7,3,2,0,2,1385.54,148800
689,8089,8,3,2,1,2,2227.22,392000
690,7577,6,2,2,1,2,1895.44,194700
691,4426,6,2,1,1,2,1417.78,141000
692,21535,10,5,4,2,3,5779.5,755000
693,26178,7,4,4,2,2,3412.3,335000
694,5400,5,1,2,0,1,1472,108480
695,6120,5,2,3,0,2,1870.24,141500
696,13811,6,3,2,1,2,1875.16,176000
697,6000,5,1,2,0,1,1111.44,89000
698,6420,5,2,2,0,1,1681.14,123500
699,8450,5,2,3,1,1,1753.56,138500
700,4282,7,2,2,0,2,2012.16,196000
701,14331,8,3,3,1,3,2972.36,312500
702,9600,7,2,3,0,2,1489.92,140000
703,12438,8,3,4,1,3,3208.88,361919
704,7630,5,2,4,1,2,2168.16,140000
705,8400,7,3,3,0,2,2284.6,213000
706,5600,4,2,3,0,0,1092,55000
707,115149,7,3,2,2,2,2980.1,302000
708,6240,8,3,2,1,2,2141.42,254000
709,9018,7,3,3,1,2,1743.04,179540
710,7162,5,1,3,0,1,1149.28,109900
711,4130,3,1,2,0,0,804.6,52000
712,8712,4,1,2,0,1,1548.28,102776
713,4671,8,3,2,1,2,2036.14,189000
714,9873,4,2,3,0,2,1727.46,129000
715,13517,6,3,3,0,2,1898.42,130500
716,10140,6,2,3,1,2,1647.92,165000
717,10800,7,2,3,0,2,2919.28,159500
718,10000,5,3,3,1,2,2019.2,157000
719,10542,7,4,3,1,3,3657.18,341000
720,9920,5,2,3,1,1,1420.7,128500
721,6563,8,3,2,1,2,2921.36,275000
722,4426,6,2,1,0,2,1412.92,143000
723,8120,4,1,3,0,2,1170.86,124500
724,8172,4,2,4,0,1,1827.08,135000
725,13286,9,3,3,1,3,2853.48,320000
726,6960,4,1,3,0,2,1376.12,120500
727,21695,6,3,3,1,2,2572.44,222000
728,7314,7,3,2,0,2,1907.6,194500
729,11475,5,3,4,0,3,2239.52,110000
730,6240,4,1,2,0,2,1595.04,103000
731,5389,8,3,2,1,2,2737.08,236500
732,9590,7,3,3,1,2,1776.28,187500
733,11404,7,3,3,1,2,2629.6,222500
734,10000,5,2,3,1,1,1693.48,131400
735,8978,5,1,3,0,1,1307.52,108000
736,10800,7,2,2,2,2,2419.8,163000
737,8544,3,2,2,0,2,1040,93500
738,10463,8,3,3,1,3,2143.84,239900
739,10800,5,6,3,0,0,2020.8,179000
740,9313,7,3,3,0,2,2134.4,190000
741,9600,5,2,2,0,2,1777.28,132000
742,6768,6,3,3,0,1,1557.76,142000
743,8450,7,2,3,0,2,1847.52,179000
744,12886,5,3,3,1,2,2013.84,175000
745,5395,8,3,2,1,2,2221.38,180000
746,8963,8,5,4,2,2,3420.66,299800
747,8795,7,3,4,1,2,2811.12,236000
748,11700,7,2,4,1,4,3442.72,265979
749,10593,7,3,3,1,2,2847.98,260400
750,8405,4,2,4,0,1,1750.68,98000
751,8800,4,1,3,0,0,1429.28,96500
752,7750,7,3,3,0,2,1543.2,162000
753,9236,6,3,3,0,2,2445.24,217000
754,10240,8,3,3,1,3,2550.88,275500
755,7930,6,2,3,0,2,1770.86,156000
756,3230,6,3,3,0,2,1823.86,172500
757,10769,8,3,3,0,2,2193.44,212000
758,11616,6,3,3,1,2,1937.48,158900
759,2280,7,3,3,0,2,1895.98,179400
760,12257,8,3,4,1,3,3161.32,290000
761,9100,6,1,2,0,1,1314,127500
762,6911,5,1,2,0,2,1759.3,100000
763,8640,7,3,3,0,2,1911,215200
764,9430,8,4,3,1,3,3321.38,337000
765,9549,8,3,2,1,2,2573.88,270000
766,14587,9,2,2,1,2,2064.64,264132
767,10421,7,3,3,1,2,2458.36,196500
768,12508,6,3,4,0,1,2543.72,160000
769,9100,7,2,3,1,2,2468.16,216837
770,53504,8,5,4,1,3,4699.16,538000
771,7252,5,2,2,0,2,1407.94,134900
772,8877,4,1,2,0,2,1738.32,102000
773,7819,6,2,3,1,2,1683.94,107000
774,10150,5,1,2,0,1,1322.4,114500
775,14226,8,2,3,1,3,2752.4,395000
776,4500,6,3,2,0,2,2033.16,162000
777,11210,7,2,3,0,3,2212.08,221500
778,13350,5,2,3,1,2,1549.24,142500
779,8400,5,2,4,2,2,2020,144000
780,10530,6,2,2,0,2,1608.5,135000
781,7875,7,2,3,1,2,1756.96,176000
782,7153,6,3,3,0,2,2046.86,175900
783,16285,7,2,3,0,2,1852.04,187100
784,9101,5,2,1,1,2,2008.06,165500
785,6300,6,2,3,1,0,2042.48,128000
786,9790,6,2,3,1,2,2143.9,161500
787,10800,5,3,4,0,1,2249.8,139000
788,10142,7,4,4,0,2,2610.72,233000
789,6000,4,1,2,0,1,1153.28,107900
790,12205,6,3,5,0,2,2732.6,187500
791,3182,7,2,2,1,2,1547.84,160200
792,11333,6,2,3,2,2,1610.18,146800
793,9920,7,4,3,1,2,2838.04,269790
794,9158,8,2,3,0,2,2126.4,225000
795,10832,7,3,3,1,2,2222.68,194500
796,8400,6,3,3,1,2,1908.4,171000
797,8197,6,2,3,1,2,1558.12,143500
798,7677,5,1,2,0,1,1183.24,110000
799,13518,9,4,4,2,3,3833.84,485000
800,7200,5,3,3,2,1,2398.46,175000
801,12798,6,4,4,0,2,2529.48,200000
802,4800,4,2,2,0,2,1597.86,109900
803,8199,7,4,3,1,2,1917.6,189000
804,13891,9,4,4,1,3,3592,582933
805,9000,5,1,2,0,1,1666.16,118000
806,12274,7,2,3,0,2,1872.76,227680
807,9750,5,2,3,0,1,1597.12,135500
808,21384,5,4,3,1,2,2641.38,223500
809,13400,5,2,3,1,2,1591.68,159950
810,8100,5,2,2,0,2,2526.12,106000
811,10140,6,3,3,1,2,2123.4,181000
812,4438,6,2,1,1,2,1400.12,144500
813,8712,5,1,2,0,2,1195.2,55993
814,9750,6,2,4,0,1,2294.48,157900
815,8248,5,3,3,0,1,1659.04,116000
816,12137,7,2,3,0,2,2149.92,224900
817,11425,5,1,2,1,1,1561.08,137000
818,13265,8,3,3,2,3,2685.36,271000
819,8816,6,2,3,0,2,1506.16,155000
820,6371,7,3,2,1,2,2138.34,224000
821,7226,7,3,3,0,2,1899.44,183000
822,6000,4,1,2,0,2,1322.24,93000
823,12394,7,3,3,1,2,2072.56,225000
824,9900,6,2,3,1,1,1921.24,139500
825,11216,8,2,3,1,2,2017.92,232600
826,14803,10,3,2,1,3,3378.4,385000
827,6130,5,2,2,0,0,1372.16,109500
828,8529,7,2,3,1,2,2064.72,189000
829,28698,5,4,3,0,2,3200.1,185000
830,2544,7,3,2,0,2,1523.8,147400
831,11900,6,3,3,2,2,2250.56,166000
832,3180,7,3,2,0,2,1500.8,151000
833,9548,7,4,3,1,2,2410.78,237000
834,10004,6,2,3,0,2,2215.62,167000
835,7875,5,2,3,0,2,1658.8,139950
836,9600,4,2,2,0,2,1701.64,128000
837,8100,5,2,2,0,2,2405.64,153500
838,1680,6,3,2,0,1,1234.44,100000
839,9525,5,2,3,0,1,1584.64,144000
840,11767,5,1,3,0,1,1534.72,130500
841,12155,6,2,4,0,1,1946.72,140000
842,10440,5,2,3,1,2,1888.04,157500
843,9020,6,3,3,0,2,1873.1,174900
844,8000,5,2,6,0,0,2304,141000
845,12665,5,2,4,1,3,2099.52,153900
846,16647,5,3,3,2,2,2562.8,171000
847,9317,7,4,3,1,2,2532.94,213000
848,15523,5,2,3,1,1,1262.32,133500
849,45600,6,3,5,1,2,3060,240000
850,9600,6,3,3,1,2,2155.16,187000
851,4435,6,2,1,0,2,1399.1,131500
852,3196,8,2,2,1,2,1919.96,215000
853,7128,7,2,4,2,1,2102.4,164000
854,12095,6,2,3,1,2,2067.52,158000
855,17920,5,3,3,1,2,3267.18,170000
856,6897,5,3,3,0,1,1638.46,127000
857,10970,6,2,3,0,2,1638.72,147000
858,8125,6,3,3,1,2,1706.36,174000
859,10400,7,2,3,1,2,1675.2,152000
860,11029,6,4,4,1,2,3344.78,250000
861,7642,7,2,3,1,1,1873.36,189950
862,11625,5,3,3,0,2,1615.86,131500
863,9672,6,2,3,0,2,1503.12,152000
864,7931,5,2,3,0,1,1859.76,132500
865,8640,7,2,3,0,2,1868.16,250580
866,8750,5,2,3,0,2,1564.08,148500
867,10656,8,2,3,1,3,2291.52,248900
868,6970,4,3,3,0,2,1835.6,129000
869,14762,5,2,2,1,2,2512,169000
870,9938,7,4,3,1,2,2669.84,236000
871,6600,5,1,2,0,1,1144.32,109500
872,8750,6,3,3,0,2,2140.42,200500
873,8892,5,1,3,0,2,1196.84,116000
874,12144,5,1,3,1,1,1650.86,133000
875,5720,5,2,3,0,1,1336.92,66500
876,9000,8,3,4,1,2,3387.6,303477
877,25286,4,2,3,0,2,1553.14,132250
878,8834,9,4,4,1,3,3148.92,350000
879,11782,5,2,3,0,2,1894.06,148000
880,7000,5,2,3,0,1,1325.56,136500
881,7024,5,3,2,0,2,1767.6,157000
882,13758,7,3,3,1,2,2483.68,187500
883,9636,6,3,3,1,2,2070.12,178000
884,6204,4,2,5,0,1,2603,118500
885,7150,5,1,3,0,1,1288.64,100000
886,5119,9,3,2,1,2,2719.44,328900
887,8393,5,2,4,0,2,2564.08,145000
888,16466,5,2,3,0,1,1857.92,135500
889,15865,8,3,4,1,2,3588.76,268000
890,12160,6,2,2,1,2,2407.4,149500
891,8064,5,1,3,1,2,1112.16,122900
892,11184,6,3,3,1,2,2342.4,172500
893,8414,6,2,3,0,1,1712.82,154500
894,13284,5,2,3,1,1,2551.84,165000
895,7018,5,2,4,0,2,1535,118858
896,7056,6,3,4,1,2,2190.4,140000
897,8765,4,1,2,0,1,1336.58,106500
898,7018,5,2,6,0,2,2338.56,142953
899,12919,9,4,2,2,3,3813.92,611657
900,6993,5,1,3,1,1,1649.46,135000
901,7340,4,1,2,0,1,1207.72,110000
902,8712,5,2,2,0,1,1876.16,153000
903,7875,7,3,3,1,2,1788.24,180000
904,14859,7,2,3,1,3,2277.76,240000
905,6173,5,1,3,0,1,1350.94,125500
906,9920,5,2,3,0,1,1721.96,128000
907,13501,8,3,3,1,3,2159.86,255000
908,11500,7,2,3,1,1,2610.78,250000
909,8885,5,2,2,0,2,1461.38,131000
910,12589,6,3,3,1,2,1734,174000
911,11600,5,2,5,0,2,2734.02,154300
912,9286,5,2,3,0,1,1800.4,143500
913,6120,5,1,3,0,1,1566.86,88000
914,6270,5,2,4,0,3,2378.84,145000
915,3000,6,3,2,0,2,1682.52,173733
916,2001,4,2,3,0,1,1244.88,75000
917,9000,2,1,1,0,1,631.4,35311
918,17140,4,1,3,0,1,1906.58,135000
919,13125,7,4,4,1,3,3064.8,238000
920,11029,6,2,3,1,2,2219.58,176500
921,8462,6,4,3,0,2,2519.2,201000
922,8777,5,6,4,0,0,2980.72,145900
923,10237,6,2,3,1,2,1776.86,169990
924,8012,6,3,2,1,2,2463.36,193000
925,10240,6,3,3,1,2,3081.88,207500
926,15611,5,3,3,0,2,1848.88,175000
927,11999,8,3,4,1,3,2851.24,285000
928,9900,7,3,4,1,2,2433.04,176000
929,11838,8,2,3,1,2,2528.92,236500
930,13006,7,3,4,1,2,2505.92,222000
931,8925,8,2,3,0,3,1960.32,201000
932,9100,5,2,2,0,1,1457.36,117500
933,11670,9,2,3,1,3,2591.2,320000
934,8487,7,2,3,0,2,2078.48,190000
935,27650,7,3,4,1,2,2377.3,242000
936,5825,4,1,1,0,2,943.16,79900
937,10083,7,3,2,0,2,1845.3,184900
938,9675,7,3,3,1,2,2436.98,253000
939,8760,7,3,3,0,3,2581.24,239799
940,24090,7,2,4,2,1,3007.64,244400
941,12640,6,2,4,0,2,2690.32,150900
942,8755,7,4,3,1,2,2738,214000
943,7711,4,4,4,0,0,2538.24,150000
944,25000,5,2,4,0,2,2088.96,143000
945,14375,6,2,3,1,2,1965.62,137500
946,8820,5,1,2,0,2,2789,124900
947,8163,5,2,3,1,1,1873.64,143000
948,14536,8,3,3,1,3,2725.08,270000
949,14006,7,3,3,1,2,2207.04,192500
950,9360,6,3,3,1,2,2039.96,197500
951,7200,5,2,3,0,2,1416.06,129000
952,7800,5,2,3,0,1,1684.22,119900
953,7200,5,2,2,0,1,1330.32,133900
954,11075,5,4,4,1,2,2790.62,172000
955,9400,6,4,4,0,0,1565.9,127500
956,7136,6,2,4,0,2,2396.68,145000
957,1300,6,2,2,1,2,1578.98,124000
958,7420,5,1,3,0,2,1494.74,132000
959,8450,7,3,3,0,2,1980.22,185000
960,2572,7,4,3,0,2,1851.44,155000
961,7207,5,2,2,0,0,1409.76,116500
962,12227,6,4,4,1,2,4126.64,272000
963,2308,6,4,3,1,2,1992.88,155000
964,11923,9,2,2,0,2,2597.12,239000
965,11316,7,4,4,1,2,2366.92,214900
966,10237,6,3,3,1,2,1760.84,178900
967,9600,5,3,2,2,1,1713.36,160000
968,7390,5,2,3,0,1,1712.12,135000
969,5925,3,1,2,0,0,1136,37900
970,10382,6,2,2,0,1,1434.06,140000
971,10800,4,2,4,0,0,1393.6,135000
972,2268,7,2,2,0,2,2054.3,173000
973,7892,6,2,2,1,1,1192.96,99500
974,11639,7,2,3,0,2,1923.84,182000
975,11414,7,1,3,0,2,2656.6,167500
976,2651,7,4,3,0,2,1926.3,165000
977,5900,4,1,2,0,0,992.2,85500
978,4274,7,3,1,0,2,2057.32,199900
979,9450,4,1,3,0,2,1332,110000
980,8816,5,2,3,0,2,1720.22,139000
981,12122,7,2,3,0,2,1711.06,178400
982,12203,8,4,4,1,3,3405.36,336000
983,3182,7,2,2,1,2,1697.28,159895
984,11250,8,3,4,1,2,2605.84,255900
985,10125,5,2,4,0,2,1734,126000
986,10880,5,2,3,0,1,1881.92,125000
987,5310,6,1,2,0,1,2022.96,117000
988,10159,9,4,3,1,3,3223.56,395192
989,12046,6,3,4,1,2,2499.68,195000
990,8125,7,3,3,0,2,1831.6,197000
991,9452,8,4,3,1,3,3204.04,348000
992,17671,8,2,4,1,2,2207.12,168000
993,9760,6,3,3,1,2,2489.74,187000
994,8846,6,3,3,0,2,1738,173900
995,12456,10,3,3,1,3,2769.12,337500
996,4712,4,3,3,0,1,1653.12,121600
997,10659,5,2,3,0,1,1910.3,136500
998,11717,6,2,2,1,2,2083.2,185000
999,9786,3,1,3,1,1,1481.2,91000
1000,6762,7,3,2,0,2,1889.6,206000
1001,10206,3,1,2,0,2,944,82000
1002,5400,5,1,2,0,1,983.2,86000
1003,11957,8,2,3,1,3,2198.24,232000
1004,11500,5,2,4,0,2,2150.4,136905
1005,3182,7,2,1,1,2,1986.16,181000
1006,8385,5,2,3,0,1,1597.5,149900
1007,12155,6,3,3,1,2,2629.74,163500
1008,2217,4,2,3,0,1,1582.84,88000
1009,12118,7,2,3,1,2,2399.2,240000
1010,6000,5,2,4,0,0,1925.68,102000
1011,21286,5,2,4,1,1,1567.64,135000
1012,9825,5,2,4,0,0,1664,100000
1013,10592,6,2,3,2,1,1862.36,165000
1014,7200,5,2,2,0,1,1773.12,85000
1015,11664,6,1,2,1,1,1603.2,119200
1016,8400,8,4,3,0,2,2146.42,227000
1017,11883,7,3,3,1,2,2286.12,203000
1018,5814,8,2,1,1,2,2094.16,187500
1019,10784,7,3,3,1,2,1684.48,160000
1020,3013,7,2,2,1,2,1999.68,213490
1021,7024,4,3,2,0,2,2009.6,176000
1022,7406,7,3,2,0,2,1898.68,194000
1023,9439,5,1,2,0,1,1782.48,87000
1024,3182,7,2,2,1,2,2002.16,191000
1025,15498,8,3,2,1,2,4079.02,287000
1026,7700,5,2,3,0,2,1396.44,112500
1027,9300,5,2,3,2,2,1941.82,167500
1028,9520,8,3,3,1,3,2777.14,293077
1029,9492,5,2,3,1,1,1730.1,105000
1030,1680,6,3,3,0,1,1536.34,118000
1031,7082,5,2,5,0,0,2320.72,160000
1032,15863,7,4,5,2,2,3627.98,197000
1033,14541,8,4,5,1,3,3416.48,310000
1034,8125,7,3,3,0,3,2561.16,230000
1035,6305,5,1,2,1,1,1211.6,119750
1036,11500,4,1,3,0,1,964.04,84000
1037,12898,9,3,2,1,3,2567,315500
1038,9240,8,3,3,1,2,2707.8,287000
1039,1533,4,2,3,1,0,1496.88,97000
1040,1477,4,2,1,0,1,979.46,80000
1041,13125,5,3,3,1,2,2409.52,155000
1042,9130,6,3,4,0,2,2045.76,173000
1043,5381,6,3,1,1,2,2136.88,196000
1044,11839,7,4,4,1,2,3330.58,262280
1045,9600,8,4,4,1,2,4005.44,278000
1046,13680,3,2,4,1,2,1733,139600
1047,16056,9,4,4,1,3,3730.72,556581
1048,9245,5,2,3,0,2,1500.44,145000
1049,21750,5,1,3,1,2,1771,115000
1050,11100,4,1,2,0,1,930,84900
1051,8993,7,2,3,0,2,1684.16,176485
1052,11175,7,2,3,1,2,1700.48,200141
1053,9500,6,3,4,1,2,2397.36,165000
1054,8562,5,1,4,1,1,2133.34,144500
1055,11367,8,4,3,1,2,2779.44,255000
1056,11361,6,3,3,1,2,2189.4,180000
1057,7052,7,3,2,1,2,2121.66,185850
1058,29959,7,3,3,1,2,2510.66,248000
1059,11308,9,4,3,1,3,2892.96,335000
1060,11275,6,2,3,1,2,2537.2,220000
1061,4920,8,3,2,0,2,2071.68,213500
1062,18000,3,1,2,0,3,1160.32,81000
1063,13600,5,2,5,0,2,2567.96,90000
1064,6000,6,1,2,1,2,1749.06,110500
1065,11000,5,2,3,1,2,1853.32,154000
1066,14000,7,4,3,0,2,3258.66,328000
1067,7837,6,3,3,1,2,1826.72,178000
1068,9760,6,3,4,0,2,2520.32,167900
1069,3964,6,4,5,1,2,3551.26,151400
1070,9600,5,2,2,0,2,1204.4,135000
1071,10152,5,2,3,0,1,1671.88,135000
1072,11700,6,2,4,0,2,1860.88,154000
1073,7585,5,3,4,1,1,1682.8,91500
1074,7950,6,2,3,0,2,1962.38,159500
1075,8556,7,2,2,0,3,1751.2,194000
1076,13125,7,2,3,2,1,2103.4,219500
1077,10800,5,3,3,1,2,2197.56,170000
1078,15870,5,2,3,0,1,1876.52,138800
1079,4435,6,2,1,1,2,1400.12,155900
1080,8775,5,1,3,0,1,1486.7,126000
1081,11040,6,3,3,0,2,2045.6,145000
1082,7500,5,3,3,0,1,1804.96,133000
1083,8749,7,2,3,1,2,2021.6,192000
1084,8800,6,2,3,2,1,1882.1,160000
1085,13031,6,3,3,1,2,2129.56,187500
1086,9069,6,2,2,0,2,1588.86,147000
1087,1974,4,2,3,0,1,1512.04,83500
1088,10574,8,3,3,1,3,2398.36,252000
1089,2522,7,2,3,0,2,2012.6,137500
1090,3316,8,3,1,1,2,2016.62,197000
1091,8544,3,2,2,0,2,1040,92900
1092,2160,7,4,2,0,2,1631.8,160000
1093,8400,6,2,4,1,2,2500.02,136500
1094,9230,5,3,1,0,2,1717.86,146000
1095,5868,5,2,2,0,1,1530.4,129000
1096,9317,6,2,3,1,2,1707.68,176432
1097,6882,6,2,3,0,0,1734.76,127000
1098,3696,8,2,2,0,2,1568.48,170000
1099,6000,4,1,3,0,1,1740.64,128000
1100,11880,7,2,3,1,2,2196.24,157000
1101,8400,2,1,1,0,1,617.8,60000
1102,9758,5,1,3,0,1,1453.66,119500
1103,7000,5,1,2,0,1,1629.52,135000
1104,8910,6,2,3,1,2,1769.06,159500
1105,2016,5,3,3,0,2,1478.4,106000
1106,12256,8,4,3,2,2,3527.16,325000
1107,10357,7,3,3,1,2,2142.92,179900
1108,23257,7,3,3,1,2,2344.04,274725
1109,8063,6,3,3,1,2,2051.12,181000
1110,11362,8,3,3,1,3,2931.34,280000
1111,8000,6,4,3,1,2,2159.46,188000
1112,10480,7,3,4,1,2,2381.06,205000
1113,7100,5,2,2,0,1,1285.2,129900
1114,8923,5,2,2,0,1,1523.26,134500
1115,5400,5,1,2,0,1,1207.34,117000
1116,12085,8,3,3,1,3,2560.88,318000
1117,7750,8,4,3,1,2,1730.06,184100
1118,9764,5,2,3,0,2,1383,130000
1119,13825,5,2,3,0,1,1956.64,140000
1120,7560,5,1,3,0,1,1768.02,133700
1121,8263,6,1,2,1,1,1411.52,118400
1122,10084,7,2,3,0,3,2102.88,212900
1123,8926,4,1,3,0,1,1285.12,112000
1124,9405,5,2,2,0,0,1053.44,118000
1125,9125,7,3,3,1,2,1673.52,163900
1127,3684,7,2,2,1,3,2046.96,174000
1128,14572,7,3,3,1,3,2521.36,259000
1129,11796,7,3,4,1,2,2298.56,215000
1130,7200,5,2,2,0,2,1547.68,140000
1131,7804,4,3,4,2,2,2817.68,135000
1132,10712,5,1,3,0,0,1341.2,93500
1133,9900,6,2,5,0,1,2530.64,117500
1134,9828,8,3,3,1,2,2658.4,239500
1135,8773,6,3,3,1,2,1950.88,169000
1136,6180,6,1,2,1,1,1357.2,102000
1137,9600,6,1,3,0,1,1720.64,119000
1138,6342,5,1,2,0,0,1393.28,94000
1139,9819,6,3,2,2,2,2733.1,196000
1140,8731,5,1,3,1,2,1908.18,144000
1141,7350,5,2,2,0,2,1508.24,139000
1142,10304,5,4,4,1,2,2579.46,197500
1143,9965,8,4,4,1,3,3824.68,424870
1144,9000,5,1,3,0,0,1404.8,80000
1145,12180,4,2,2,0,1,1230.48,80000
1146,6240,5,1,3,1,1,1867.76,149000
1147,11200,6,3,3,1,2,2215.56,180000
1148,12000,7,2,3,1,1,1854.62,174500
1149,5700,7,1,2,1,1,1426.04,116900
1150,9000,7,2,3,0,2,1876.16,143000
1151,8280,6,1,2,1,1,1381.28,124000
1152,17755,5,2,3,2,2,2108.32,149900
1153,14115,6,1,2,1,2,2644.46,230000
1154,5890,6,1,2,0,1,1311.88,120500
1155,13700,7,3,4,2,2,2485.68,201800
1156,10768,5,3,3,1,2,2357.54,218000
1157,9350,5,3,3,1,2,1973.86,179900
1158,5001,7,3,2,1,2,2148.96,230000
1159,11932,8,2,3,0,3,2041.6,235128
1160,9120,6,3,4,1,2,2333.76,185000
1161,2280,6,3,3,1,2,1817.78,146000
1162,14778,6,2,3,1,2,2496.64,224000
1163,8724,5,1,3,1,2,1311.6,129000
1164,12900,4,4,0,0,2,2077.56,108959
1165,16157,5,3,2,1,2,2428.46,194000
1166,9541,7,2,3,0,2,2013.76,233170
1167,10475,8,2,3,0,3,2297.12,245350
1168,10852,6,4,3,1,2,2237.16,173000
1169,13728,6,2,4,2,2,2690.4,235000
1170,35760,10,5,4,1,3,4930.82,625000
1171,9880,6,2,3,1,1,1732.28,171000
1172,9120,6,2,3,1,2,2011.96,163000
1173,4017,7,3,2,0,2,1468.2,171900
1174,18030,5,3,3,1,0,3822.66,200500
1175,16560,6,3,4,1,2,2782.58,239000
1176,10678,8,3,4,1,2,3607.64,285000
1177,6951,5,2,3,0,1,1623.68,119500
1178,3950,6,1,3,0,1,1714.24,115000
1179,7681,5,2,3,1,1,1760.32,154900
1180,8335,5,1,3,1,0,1320,93000
1181,11170,7,3,4,0,2,3267.92,250000
1182,5587,8,4,2,1,2,2874.74,392500
1183,15623,10,5,4,2,3,6031.36,745000
1184,10800,5,2,2,1,2,1869.3,120000
1185,35133,5,3,3,2,3,2774.42,186700
1186,9738,5,2,4,0,1,1781.48,104900
1187,10615,3,3,3,0,2,2181.64,95000
1188,12461,8,3,2,1,3,2833.92,262000
1190,7500,7,3,3,1,2,2219.92,189000
1191,32463,4,2,3,1,4,2646.74,168000
1192,2645,8,3,2,0,2,1790.12,174000
1193,9600,5,1,3,0,1,1742.48,125000
1194,4500,6,3,2,0,2,2110.14,165000
1195,9364,6,2,4,0,1,1935.14,158000
1196,8029,6,3,3,0,2,1743.04,176000
1197,14054,7,3,4,1,3,2186.72,219210
1198,8850,7,1,3,1,1,2208.6,144000
1199,9100,7,2,3,0,2,1779.2,178000
1200,11235,4,2,3,1,2,1927.86,148000
1201,9353,4,1,3,0,1,1105.92,116050
1202,10400,7,3,3,0,2,2177,197900
1203,6000,5,2,3,1,1,1778.56,117000
1204,9750,7,2,3,1,2,2320.96,213000
1205,10140,5,3,3,0,2,1708,153500
1206,14684,7,2,3,1,3,3135.08,271900
1207,8900,4,2,2,0,1,1744.32,107000
1208,9135,6,3,3,0,2,2427.84,200000
1209,7763,5,2,3,0,2,1751.76,140000
1210,10182,8,3,3,1,2,2785.68,290000
