,0
1874,215732.12
1875,226631.75
1876,125128.25
1877,134736.25
1878,243208.86
1879,242608.19
1880,193449.55
1881,207511.25
1882,246803.84
1883,316255.7
1884,204347.47
1885,298663.1
1886,172709.48
1887,122879.125
1888,143352.77
1889,108103.51
1890,128166.36
1891,129235.29
1892,149588.81
1893,124406.12
1894,113221.77
1895,115034.39
1896,144410.56
1897,128681.734
1898,165996.61
1899,145475.2
1900,186957.92
1901,140947.34
1902,187956.73
1903,150406.62
1904,214184.78
1905,114075.3
1906,137332.27
1907,127177.08
1908,232447.81
1909,354999.28
1910,150394.44
1911,55326.812
1912,308257.75
1913,84877.5
1914,258830.38
1915,131627.25
1916,154579.03
1917,163072.14
1918,436231.84
1919,301173.5
1920,195415.97
1921,228573.12
1922,208758.98
1923,440608.6
1924,135446.52
1925,155518.28
1926,117426.61
1927,141355.89
1928,148549.31
1929,136975.19
1930,197073.03
1931,180558.75
1932,167381.38
1933,183538.45
1934,179525.95
1935,174479.73
1936,243048.64
1937,183396.72
1938,177498.89
1939,183225.4
1940,196289.73
1941,395141.97
1942,387779.06
1943,159135.12
1944,295251.66
1945,193030.66
1946,252172.08
1947,178184.77
1948,276314.56
1949,210367.42
1950,165011.55
1951,169623.22
1952,121546.71
1953,293170.6
1954,160752.6
1955,316947.12
1956,132779.48
1957,117411.71
1958,117035.08
1959,97577.445
1960,100323.836
1961,105412.92
1962,146192.56
1963,134747.56
1964,275239.12
1965,499879.2
1966,414464.8
1967,458606.38
1968,410667.22
1969,378669.0
1970,248401.28
1971,327695.9
1972,500527.0
1973,260509.62
1974,367005.25
1975,394431.53
1976,311128.5
1977,186908.72
1978,360138.47
1979,207599.53
1980,191167.88
1981,178102.36
1982,236297.33
1983,231447.08
1984,177170.28
1985,186739.64
1986,180117.44
1987,220315.45
1988,222368.06
1989,211120.1
1990,169212.83
1991,241501.98
1992,173032.45
1993,248336.16
1994,307509.6
1995,337685.3
1996,271536.12
1997,320055.66
1998,261756.55
1999,276826.5
2000,269242.7
2001,258541.23
2002,232304.2
2003,202562.6
2004,250585.53
2005,214454.78
2006,198212.44
2007,196674.61
2008,144076.97
2009,182267.38
2010,194983.72
2011,195306.98
2012,199176.38
2013,200877.58
2014,197800.2
2015,122632.695
2016,131460.39
2017,103781.6
2018,115445.42
2019,175247.34
2020,135092.53
2021,260186.1
2022,327118.56
2023,178792.97
2024,156076.05
2025,156518.16
2026,172076.02
2027,245914.11
2028,205716.0
2029,238299.23
2030,235460.97
2031,164883.34
2032,194070.8
2033,184644.67
2034,188792.1
2035,263161.97
2036,220108.8
2037,237928.86
2038,246246.42
2039,198140.23
2040,168360.52
2041,181356.9
2042,189928.36
2043,141279.2
2044,149313.6
2045,142483.05
2046,139656.28
2047,166853.52
2048,111689.664
2049,130700.22
2050,143495.83
2051,71620.84
2052,183002.05
2053,143201.64
2054,126216.86
2055,226004.33
2056,138896.39
2057,179697.42
2058,185792.3
2059,132295.0
2060,115739.875
2061,140764.38
2062,115484.625
2063,159330.25
2064,115302.72
2065,158252.48
2066,84558.29
2067,109338.38
2068,95960.336
2069,142718.05
2070,138153.16
2071,162594.31
2072,138399.36
2073,127877.734
2074,147984.14
2075,131061.445
2076,121885.55
2077,117394.695
2078,122433.336
2079,137294.55
2080,146233.14
2081,117171.89
2082,121537.21
2083,114646.25
2084,122046.3
2085,109078.63
2086,81848.64
2087,138691.36
2088,127989.37
2089,128523.89
2090,122269.51
2091,106889.1
2092,137113.6
2093,79175.15
2094,108147.64
2095,154455.25
2096,60205.645
2097,97054.28
2098,113789.43
2099,117270.15
2100,110088.59
2101,144169.34
2102,135536.45
2103,87006.016
2104,215844.9
2105,115743.84
2106,111183.69
2107,127910.055
2108,136760.72
2109,137936.72
2110,114160.19
2111,106753.51
2112,149834.67
2113,115721.99
2114,143814.64
2115,113858.36
2116,105107.05
2117,116377.625
2118,88266.42
2119,106912.75
2120,80283.445
2121,158467.1
2122,142937.34
2123,144757.48
2124,158404.1
2125,124953.914
2126,107058.555
2127,134549.81
2128,163971.02
2129,105892.336
2130,118931.99
2131,115753.67
2132,95286.234
2133,78561.99
2134,119602.96
2135,127586.23
2136,145804.23
2137,139141.8
2138,136287.7
2139,129196.48
2140,138968.2
2141,120119.19
2142,136213.25
2143,147266.83
2144,125110.0
2145,126402.97
2146,132947.25
2147,207100.62
2148,114958.17
2149,181676.11
2150,177045.97
2151,101398.75
2152,123955.26
2153,286869.94
2154,232745.72
2155,228718.12
2156,222085.14
2157,174237.12
2158,246054.39
2159,364213.1
2160,337497.3
2161,258140.14
2162,187448.89
2163,152266.98
2164,216517.62
2165,192910.48
2166,198203.36
2167,218947.28
2168,140670.84
2169,133792.31
2170,157482.11
2171,248875.3
2172,297120.47
2173,315496.88
2174,257038.86
2175,201480.02
2176,143977.81
2177,249381.83
2178,193728.88
2179,229594.27
2180,188519.34
2181,126907.625
2182,124739.95
2183,136732.55
2184,152315.64
2185,150303.11
2186,301345.03
2187,82158.414
2188,86645.234
2189,97391.23
2190,108253.305
2191,95020.8
2192,117283.8
2193,102392.56
2194,108467.12
2195,148509.1
2196,158466.94
2197,130754.695
2198,130813.32
2199,176019.34
2200,151023.97
2201,176401.66
2202,118231.18
2203,143010.84
2204,179193.42
2205,221626.02
2206,230042.47
2207,120381.69
2208,112969.93
2209,115216.1
2210,102338.77
2211,141857.73
2212,93856.19
2213,160506.27
2214,89180.84
2215,67506.26
2216,60464.46
2217,53074.508
2218,308257.75
2219,286402.22
2220,297367.94
2221,210878.83
2222,128528.43
2223,210320.08
2224,217235.33
2225,270533.75
2226,225786.95
2227,154027.5
2228,217191.4
2229,193521.14
2230,197104.42
2231,238671.55
2232,254248.33
2233,256499.64
2234,375374.78
2235,184734.16
2236,123345.01
2237,160030.31
2238,148023.1
2239,128676.46
2240,135961.6
2241,103998.484
2242,109810.62
2243,139333.81
2244,98932.29
2245,132346.73
2246,130742.98
2247,136686.53
2248,131556.97
2249,176767.94
2250,141786.72
2251,168246.7
2252,187653.33
2253,183173.33
2254,225319.31
2255,160699.25
2256,174470.9
2257,157035.62
2258,185263.44
2259,205627.16
2260,355411.88
2261,451074.12
2262,185158.34
2263,283863.8
2264,393332.03
2265,406216.22
2266,148651.2
2267,202605.67
2268,216707.47
2269,183747.03
2270,168357.62
2271,164359.28
2272,157651.75
2273,172858.28
2274,187564.58
2275,140894.25
2276,123278.914
2277,122092.63
2278,178519.67
2279,201743.81
2280,100707.664
2281,110107.18
2282,131996.95
2283,121296.7
2284,367712.25
2285,266038.16
2286,381403.2
2287,477474.53
2288,328131.84
2289,423889.56
2290,485507.8
2291,411544.25
2292,406774.44
2293,262646.75
2294,312165.75
2295,319131.84
2296,372503.3
2297,341976.84
2298,283239.7
2299,238733.02
2300,218215.8
2301,239480.5
2302,191827.17
2303,194343.98
2304,194250.03
2305,211598.81
2306,259852.08
2307,191167.88
2308,189544.58
2309,202803.62
2310,185639.1
2311,165862.58
2312,200506.27
2313,200277.7
2314,176895.42
2315,199675.81
2316,179257.7
2317,188077.23
2318,248237.88
2319,168982.88
2320,184458.28
2321,160981.03
2322,219343.53
2323,157861.94
2324,208529.56
2325,227860.55
2326,191987.48
2327,180176.53
2328,365090.84
2329,379917.7
2330,317372.72
2331,276505.94
2332,264801.9
2333,335592.12
2334,188848.47
2335,262497.25
2336,222067.34
2337,415885.06
2338,225340.8
2339,213864.33
2340,235024.39
2341,224025.58
2342,241841.7
2343,192839.3
2344,185983.94
2345,211786.98
2346,202223.64
2347,284758.88
2348,239511.78
2349,252019.42
2350,283233.5
2351,127053.305
2352,138791.25
2353,165073.25
2354,203864.53
2355,208092.5
2356,123794.234
2357,113350.016
2358,140941.16
2359,276513.3
2360,143514.31
2361,160943.88
2362,193060.3
2363,173131.98
2364,209597.44
2365,218060.81
2366,208868.7
2367,176279.39
2368,178088.27
2369,175303.84
2370,275763.8
2371,318068.1
2372,259714.33
2373,277680.03
2374,329473.6
2375,128684.07
2376,189361.72
2377,136302.27
2378,156218.56
2379,182054.05
2380,207819.22
2381,255240.03
2382,155260.58
2383,132665.44
2384,135067.67
2385,97230.586
2386,124881.95
2387,139823.12
2388,141843.25
2389,117214.02
2390,155778.64
2391,147105.69
2392,195509.0
2393,130031.086
2394,224496.31
2395,134095.31
2396,63541.574
2397,58894.59
2398,110376.33
2399,136370.66
2400,140044.12
2401,138586.64
2402,159490.34
2403,138193.47
2404,125703.445
2405,140030.11
2406,128425.26
2407,172938.75
2408,119375.97
2409,156104.33
2410,137545.92
2411,131423.3
2412,138530.08
2413,121306.42
2414,129330.73
2415,122867.055
2416,134749.61
2417,125887.234
2418,150914.27
2419,116135.81
2420,142440.25
2421,168197.14
2422,207060.14
2423,126245.51
2424,140218.8
2425,153423.33
2426,118999.38
2427,126467.72
2428,101361.625
2429,146935.61
2430,150524.73
2431,142852.31
2432,149843.69
2433,106447.805
2434,111851.16
2435,130207.67
2436,123197.234
2437,117080.96
2438,103188.07
2439,107166.625
2440,114483.016
2441,131279.98
2442,86494.56
2443,134896.33
2444,149136.42
2445,131260.83
2446,109994.25
2447,146922.02
2448,130201.22
2449,184768.16
2450,98444.3
2451,124998.84
2452,117043.23
2453,127192.73
2454,119625.89
2455,121598.77
2456,113094.22
2457,122845.03
2458,115548.96
2459,141156.38
2460,116767.84
2461,165519.2
2462,128835.23
2463,111770.54
2464,129057.07
2465,84056.66
2466,81418.664
2467,194689.58
2468,175152.11
2469,181354.48
2470,115082.34
2471,100618.58
2472,200970.52
2473,108865.484
2474,121963.805
2475,153921.62
2476,102546.48
2477,148497.9
2478,126994.43
2479,128506.61
2480,115738.33
2481,117458.08
2482,126320.3
2483,153040.31
2484,213567.78
2485,138085.19
2486,138708.55
2487,144572.75
2488,106913.055
2489,187419.39
2490,141253.88
2491,147109.48
2492,92300.14
2493,271206.4
2494,149291.95
2495,115441.9
2496,85771.78
2497,139467.02
2498,133516.61
2499,156355.39
2500,101751.45
2501,177113.69
2502,220097.25
2503,251202.84
2504,260226.55
2505,251178.66
2506,220458.58
2507,221387.72
2508,178940.17
2509,202285.75
2510,217513.95
2511,204119.39
2512,148919.53
2513,159283.0
2514,146134.3
2515,155072.94
2516,228422.55
2517,208459.38
2518,194730.8
2519,225452.16
2520,129746.18
2521,137053.58
2522,142510.22
2523,131553.83
2524,117550.87
2525,130768.914
2526,129368.34
2527,116605.15
2528,263848.53
2529,223772.77
2530,196095.89
2531,231237.27
2532,313902.62
2533,232329.02
2534,216874.94
2535,191335.31
2536,188025.58
2537,185738.27
2538,200051.48
2539,181211.67
2540,131635.9
2541,117498.19
2542,129699.79
2543,127986.805
2544,128551.23
2545,145211.7
2546,157708.89
2547,587993.25
2548,141728.05
2549,126698.78
2550,78593.62
2551,112443.14
2552,116200.85
2553,109133.37
2554,113787.15
2555,114325.47
2556,143202.19
2557,130158.63
2558,127712.96
2559,131918.8
2560,147950.56
2561,180506.4
2562,126662.055
2563,160824.66
2564,129461.16
2565,197339.9
2566,201792.69
2567,119536.14
2568,210109.58
2569,149980.78
2570,209171.5
2571,263130.88
2572,124571.26
2573,132577.9
2574,148003.2
2575,87806.33
2576,79076.52
2577,96936.06
2578,91169.305
2579,97571.49
2580,256886.19
2581,147053.52
2582,213997.16
2583,212027.47
2584,195130.48
2585,129226.17
2586,144254.75
2587,226515.08
2588,201230.95
2589,209250.72
2590,241148.25
2591,169678.39
2592,191175.53
2593,322349.1
2594,222584.9
2595,284165.84
2596,321407.3
2597,167599.4
2598,149446.22
2599,88765.83
2600,98782.3
2601,89654.38
2602,93303.41
2603,155180.19
2604,178854.53
2605,199586.33
2606,170356.64
2607,108844.83
2608,134419.75
2609,146189.08
2610,139498.4
2611,131732.73
2612,149411.17
2613,141051.42
2614,197114.38
2615,206940.7
2616,203608.84
2617,187288.61
2618,183030.5
2619,176192.16
2620,239306.53
2621,298192.62
2622,329763.12
2623,169294.19
2624,159856.56
2625,451687.53
2626,449029.38
2627,341498.1
2628,462876.4
2629,410900.72
2630,279122.25
2631,426749.97
2632,147872.4
2633,170342.83
2634,181582.06
2635,259304.98
2636,185913.7
2637,142412.0
2638,108724.484
2639,214764.86
2640,101182.56
2641,127489.29
2642,103780.71
2643,95322.13
2644,101658.05
2645,142004.45
2646,141578.36
2647,127268.195
2648,144380.95
2649,429120.66
2650,242526.52
2651,240041.16
2652,414009.72
2653,271205.66
2654,321050.12
2655,295776.44
2656,319165.03
2657,354406.62
2658,323683.88
2659,340675.44
2660,280591.22
2661,247418.47
2662,301981.97
2663,254575.88
2664,177404.95
2665,193899.11
2666,185144.39
2667,284156.06
2668,195725.22
2669,186407.08
2670,202018.75
2671,196568.48
2672,166655.84
2673,198727.08
2674,193515.97
2675,278702.78
2676,271379.5
2677,283409.12
2678,409677.16
2679,330345.12
2680,466733.75
2681,318465.72
2682,338590.2
2683,241982.67
2684,323580.5
2685,208666.42
2686,187383.47
2687,472184.6
2688,196436.55
2689,133987.16
2690,180384.56
2691,131657.62
2692,194766.28
2693,191370.9
2694,183444.3
2695,196853.83
2696,187958.89
2697,176456.17
2698,152909.45
2699,115394.13
2700,129993.02
2701,130871.59
2702,122923.55
2703,115328.56
2704,119470.38
2705,133034.12
2706,98809.52
2707,130117.43
2708,289287.6
2709,389728.06
2710,175018.19
2711,151645.86
2712,178088.27
2713,148244.33
2714,188704.61
2715,222678.11
2716,155192.92
2717,154351.0
2718,139247.73
2719,160839.69
2720,144201.52
2721,127199.03
2722,135013.31
2723,144728.22
2724,178702.11
2725,166126.0
2726,160168.48
2727,143744.16
2728,124123.83
2729,128284.61
2730,170494.47
2731,153383.83
2732,134030.61
2733,142789.25
2734,126124.21
2735,138207.84
2736,165728.33
2737,134235.03
2738,149552.16
2739,140952.45
2740,139197.4
2741,148889.86
2742,139603.02
2743,136234.81
2744,144875.58
2745,114386.21
2746,131177.73
2747,129559.72
2748,133373.81
2749,172273.72
2750,139966.55
2751,212478.06
2752,117957.73
2753,92469.74
2754,72118.24
2755,81494.33
2756,153962.14
2757,137522.56
2758,138791.52
2759,134972.64
2760,176873.66
2761,151132.31
2762,285866.28
2763,135743.03
2764,88547.44
2765,129237.14
2766,131013.83
2767,129414.25
2768,117866.65
2769,116246.18
2770,170076.61
2771,141522.2
2772,123707.49
2773,134010.03
2774,144808.72
2775,100620.2
2776,132701.88
2777,96898.445
2778,97947.305
2779,98418.76
2780,110156.65
2781,127002.91
2782,141173.75
2783,86389.125
2784,115721.77
2785,92237.836
2786,174512.34
2787,94165.77
2788,115389.18
2789,61712.336
2790,148210.83
2791,106423.24
2792,124802.54
2793,95751.91
2794,197571.9
2795,110268.27
2796,117153.79
2797,75469.91
2798,107878.375
2799,140315.25
2800,161795.22
2801,135331.08
2802,100741.28
2803,82650.69
2804,141873.28
2805,145826.08
2806,130165.46
2807,130892.56
2808,159960.73
2809,147342.69
2810,167083.12
2811,168727.95
2812,96163.35
2813,218244.73
2814,138820.25
2815,131815.55
2816,148882.19
2817,140926.11
2818,112337.67
2819,207154.75
2820,288671.1
2821,196662.98
2822,161128.48
2823,132969.19
2824,141929.45
2825,228104.72
2826,207006.62
2827,237970.38
2828,182567.81
2829,294972.47
2830,280292.47
2831,205103.05
2832,227063.56
2833,195410.02
2834,148912.28
2835,155516.66
2836,205523.44
2837,190619.0
2838,199757.89
2839,223484.22
2840,135142.53
2841,132958.4
2842,116610.6
2843,203301.69
2844,193513.39
2845,185363.3
2846,204323.11
2847,274398.62
2848,235443.0
2849,235060.92
2850,236872.9
2851,143977.81
2852,197309.61
2853,198709.08
2854,194358.81
2855,193586.48
2856,132292.47
2857,118078.836
2858,130477.414
2859,194236.33
2860,124848.13
2861,270876.34
2862,143352.77
2863,145330.84
2864,103002.734
2865,89907.56
2866,117392.34
2867,139388.17
2868,97933.58
2869,62027.242
2870,97216.4
2871,141842.84
2872,112609.8
2873,158839.45
2874,132756.31
2875,150567.8
2876,139062.47
2877,99208.086
2878,138220.1
2879,171278.52
2880,192692.23
2881,197657.47
2882,181596.27
2883,223195.81
2884,93487.51
2885,123450.336
2886,58142.41
2887,83639.72
2888,132405.69
2889,47930.848
2890,70409.05
2891,51893.74
2892,312417.72
2893,285788.34
2894,204531.33
2895,143202.05
2896,222645.62
2897,144485.36
2898,226528.89
2899,183939.38
2900,363678.25
2901,354403.9
2902,100401.46
2903,184315.16
2904,109893.38
2905,131644.81
2906,142686.61
2907,83456.94
2908,84235.125
2909,137365.14
2910,91440.55
2911,84322.336
2912,89743.0
2913,90722.37
2914,149390.52
2915,123816.08
2916,224475.98
