Id,LotArea,OverallQual,T_Bath,T_Br,Fireplaces,GarageCars,Ppf_Adj,T_Sf,SalePrice
483,2500,1.15,3,4,1,1,135.125,2182.46,155000
484,4500,1.1,3,2,0,2,129.25,1961.46,164000
485,7758,0.95,2,3,0,1,111.625,1584.24,132500
486,9600,0.95,1,3,1,1,111.625,1800.62,147000
487,10289,0.95,3,3,0,2,111.625,1657.68,156000
488,12243,0.95,2,3,1,2,111.625,2490.2,175000
489,10800,0.95,2,3,1,2,111.625,2997.76,160000
490,1526,0.9,2,1,0,1,105.75,981.5,86000
491,2665,0.95,2,3,1,1,111.625,1487.36,115000
492,9490,1.1,2,3,2,1,129.25,2024.96,133000
493,15578,1.1,3,3,0,2,129.25,1659.84,172785
494,7931,0.95,2,3,1,1,111.625,1932.36,155000
495,5784,0.95,1,2,0,1,111.625,1117.76,91300
496,7879,0.9,1,2,0,0,105.75,1609.5,34900
497,12692,1.15,4,4,1,2,135.125,5027.58,430000
498,9120,1.15,3,4,0,1,135.125,2299.14,184000
499,7800,0.95,1,3,0,1,111.625,1334.88,130000
500,7535,0.95,2,2,0,1,111.625,1535.64,120000
501,1890,1.1,2,3,0,1,129.25,1641.76,113000
502,9803,1.15,3,3,0,2,135.125,2232.88,226700
503,9170,0.95,2,2,0,2,111.625,1985.8,140000
504,15602,1.15,3,1,2,2,135.125,2785.06,289000
505,2308,1.1,4,3,1,2,129.25,1983.48,147000
506,7596,0.95,2,4,0,2,111.625,2228.8,124500
507,9554,1.15,3,3,1,2,135.125,2439.04,215000
508,7862,1.1,2,2,0,2,129.25,1649.82,208300
509,9600,1.15,2,3,1,2,135.125,1720.94,161000
510,9600,0.95,2,3,0,1,111.625,1883.18,124500
511,14559,0.95,2,2,2,1,111.625,2269.2,164900
512,6792,1.15,2,2,1,2,135.125,1863.52,202665
513,9100,0.95,2,3,0,2,111.625,1342.22,129900
514,9187,1.1,2,3,0,2,129.25,1713.6,134000
515,10594,0.95,1,2,0,1,111.625,1102.6,96500
516,12220,10,4,3,1,3,1175,3212.96,402861
517,10448,1.1,3,3,1,2,129.25,2395.12,158000
518,10208,1.15,3,3,1,3,135.125,2838.72,265000
519,9531,1.1,4,3,0,2,129.25,2287.16,211000
520,10918,1.15,2,3,2,1,135.125,2524.28,234000
521,10800,0.9,2,3,0,0,105.75,1710.8,106250
522,11988,1.1,2,3,2,1,129.25,1888.5,150000
523,5000,1.1,2,3,2,2,129.25,2131.66,159000
524,40094,10,5,3,1,3,1175,6780.96,184750
525,11787,1.15,4,3,1,3,135.125,3229.54,315750
526,7500,1.15,2,3,1,2,135.125,1757.48,176000
527,13300,0.95,1,2,0,1,111.625,1620.34,132000
528,14948,1.2,4,3,1,3,141,3705.2,446261
529,9098,0.9,2,2,0,0,105.75,997.88,86000
530,32668,1.1,4,4,2,2,129.25,3675.26,200624
531,10200,1.1,3,3,1,2,129.25,2327.66,175000
532,6155,1.1,2,3,0,2,129.25,1607,128000
533,7200,0.95,1,2,1,1,111.625,827,107500
534,5000,1,1,1,0,0,117.5,334,39300
535,9056,1.15,3,3,1,2,135.125,1703.96,178000
536,7000,0.95,2,3,0,0,111.625,2173.86,107500
537,8924,1.15,3,3,0,2,135.125,2171.2,188000
538,12735,0.9,1,3,0,2,105.75,1448.16,111250
539,11553,0.95,2,3,1,1,111.625,1980.34,158000
540,11423,1.15,3,3,1,2,135.125,2620.6,272000
541,14601,1.2,3,2,1,3,141,3008.24,315000
542,11000,1.15,3,4,1,3,135.125,2601.12,248000
543,10140,1.15,3,3,1,2,135.125,2682.46,213250
544,4058,1.15,2,1,0,1,135.125,1324.06,133000
545,17104,1.15,4,3,1,2,135.125,1950.68,179665
546,13837,1.15,3,4,0,3,135.125,2929.48,229000
547,8737,1.1,2,3,1,2,129.25,2183.68,210000
548,7244,0.95,2,2,0,2,111.625,1260.06,129500
549,8235,0.95,2,2,0,2,111.625,1466.1,125000
550,9375,1.15,3,4,1,2,135.125,2611.44,263000
551,4043,1.1,2,2,0,2,129.25,1722.38,140000
552,6000,0.95,1,3,0,1,111.625,1292.56,112500
553,11146,1.15,2,3,1,3,135.125,2334.88,255500
554,8777,0.9,2,2,0,2,105.75,1202.8,108000
555,10625,1.15,4,3,1,3,135.125,2874.28,284000
556,6380,0.95,1,2,1,1,111.625,1428.12,113000
557,14850,0.95,2,2,1,1,111.625,1946.78,141000
558,11040,0.9,2,3,0,1,105.75,1874.14,108000
559,21872,1.15,4,3,1,2,135.125,2042.04,175000
560,3196,1.15,2,2,1,2,135.125,2049.24,234000
561,11341,0.95,3,3,1,2,111.625,2281.44,121500
562,10010,0.95,2,2,1,2,111.625,2367.88,170000
563,13907,0.95,2,3,1,0,111.625,1465.64,108000
564,21780,1.1,2,4,1,2,129.25,2160.92,185000
565,13346,1.15,4,4,1,2,135.125,2881.12,268000
566,6858,1.1,3,4,0,1,129.25,2045.16,128000
567,11198,1.2,3,4,1,3,141,2941.52,325000
568,10171,1.15,2,3,0,2,135.125,1960.44,214000
569,12327,1.15,3,1,1,2,135.125,3296.18,316600
570,7032,0.95,2,2,2,2,111.625,1554.54,135960
571,13101,0.95,2,6,0,2,111.625,2290.38,142600
572,7332,1.1,2,2,0,1,129.25,1354.2,120000
573,13159,1.15,3,3,0,2,135.125,2153.2,224500
574,9967,1.15,3,3,1,2,135.125,1601.52,170000
575,10500,0.95,2,3,0,1,111.625,1354.22,139000
576,8480,0.95,1,2,0,1,111.625,1790.12,118500
577,6292,1.15,3,3,1,1,135.125,1758.08,145000
578,11777,0.95,2,3,2,2,111.625,2312.78,164500
579,3604,1.15,2,2,0,2,135.125,1666.52,146000
580,12150,0.95,2,4,0,1,111.625,2089,131500
581,14585,1.1,2,3,2,2,129.25,2251.98,181900
582,12704,1.15,3,3,1,3,135.125,2685.76,253293
583,11841,1.1,2,3,0,0,129.25,1347.52,118500
584,13500,10,4,3,1,2,1175,3590.16,325000
585,6120,0.9,1,3,0,1,105.75,1940.04,133000
586,11443,1.15,3,2,2,3,135.125,3308.88,369900
587,10267,1.1,2,2,0,1,129.25,1442.48,130000
588,8740,0.95,2,2,0,2,111.625,1323.68,137000
589,25095,0.95,3,1,2,1,111.625,2399.92,143000
590,9100,0.95,1,2,0,1,111.625,1142.76,79500
591,8320,1.15,3,3,0,2,135.125,2000.2,185900
592,13478,10,4,3,1,3,1175,3696.76,451950
593,6600,0.95,2,2,0,2,111.625,1321.92,138000
594,4435,1.1,2,1,0,2,129.25,1407.94,140000
595,7990,0.95,1,3,0,1,111.625,1182.72,110000
596,11302,1.15,3,3,1,3,135.125,3064.6,319000
597,3600,1.1,1,3,0,1,129.25,1685.92,114504
598,3922,1.15,4,2,1,3,135.125,1843.84,194201
599,12984,0.95,3,3,1,2,111.625,2533.6,217500
600,1950,1.1,4,3,1,2,129.25,2095.14,151000
601,10927,1.15,4,3,1,2,135.125,2548.44,275000
602,9000,1.1,2,3,1,1,129.25,1798.6,141000
603,10041,1.15,4,3,1,2,135.125,2634.3,220000
604,3182,1.15,3,2,0,2,135.125,1505.6,151000
605,12803,1.15,3,3,1,2,135.125,2377.48,221000
606,13600,1.15,3,3,3,2,135.125,2502.4,205000
607,12464,0.95,2,3,0,2,111.625,1687.6,152000
608,7800,0.95,4,3,0,1,111.625,2529.82,225000
609,12168,1.15,3,4,2,2,135.125,3609.72,359100
610,7943,0.9,2,3,0,1,105.75,1699.42,118500
611,11050,1.2,4,3,2,3,141,3139.08,313000
612,10395,1.1,3,3,1,2,129.25,1526.66,148000
613,11885,1.15,4,3,1,2,135.125,2772.32,261500
614,8402,0.95,1,3,0,0,111.625,1527.64,147000
615,1491,0.9,2,1,0,0,105.75,1101.24,75500
616,8800,1.1,2,3,0,2,129.25,1652.3,137500
617,7861,1.1,4,3,1,2,129.25,2007.62,183200
618,7227,1.1,1,2,0,2,129.25,1064.96,105500
619,11694,1.2,2,3,1,3,141,2596.88,314813
620,12244,1.15,4,4,2,3,135.125,3080.62,305000
621,8248,0.85,2,2,0,0,99.875,1207.86,67000
622,10800,1.1,3,4,1,2,129.25,3645.8,240000
623,7064,0.95,1,3,0,2,111.625,1567.68,135000
624,2117,1.1,3,2,1,2,129.25,1892.08,168500
625,10400,1.1,4,4,1,2,129.25,2261.86,165150
626,10000,1.1,2,3,0,2,129.25,1659.48,160000
627,12342,0.95,1,3,1,1,111.625,1727.52,139900
628,9600,1.1,2,3,2,1,129.25,2284.04,153000
629,11606,0.95,4,5,2,2,111.625,2806.6,135000
630,9020,1.1,3,3,0,2,129.25,2138.48,168500
631,9000,0.95,1,3,0,1,111.625,2185.92,124000
632,4590,1.15,2,2,1,2,135.125,2155.52,209500
633,11900,1.15,2,3,1,2,135.125,2201.44,82500
634,9250,0.95,2,3,0,1,111.625,1923.6,139400
635,6979,1.1,2,0,0,2,129.25,1924.48,144000
636,10896,1.1,2,8,0,0,129.25,3973.24,200000
637,6120,0.8,1,1,1,0,94,873.92,60000
638,6000,0.95,2,3,0,1,111.625,1614.08,93000
639,8777,0.95,1,2,0,0,111.625,1373.12,85000
640,3982,1.15,3,1,1,3,135.125,2584.64,264561
641,12677,1.15,2,1,1,2,135.125,2587.56,274000
642,7050,1.15,4,3,1,2,135.125,2663.88,226000
643,13860,1.15,4,4,3,2,135.125,3990.92,345000
644,10793,0.95,3,4,0,2,111.625,2236.72,152000
645,9187,1.2,4,2,1,3,141,2870.42,370878
646,10530,1.1,3,3,0,2,129.25,1648.26,143250
647,7200,0.95,1,3,0,2,111.625,1069.6,98300
648,10452,1.1,1,3,2,2,129.25,1742.52,155000
649,7700,1.1,2,4,1,2,129.25,2339.96,155000
650,1936,0.9,2,1,0,0,105.75,1020.6,84500
651,8125,1.15,3,3,0,2,135.125,1892.64,205950
652,9084,0.9,2,4,1,1,105.75,1798.2,108000
653,8750,1.15,3,2,1,2,135.125,2058.4,191000
654,10320,1.1,1,3,0,1,129.25,1927.48,135000
655,10437,1.15,4,2,1,3,135.125,3468,350000
656,1680,1.1,2,3,0,1,129.25,1239,88000
657,10007,0.95,3,3,0,1,111.625,1621.88,145500
658,7200,1.15,2,3,1,1,135.125,1817.84,149000
659,17503,1.1,2,3,1,1,129.25,1836.24,97500
660,9937,0.95,2,3,0,2,111.625,2118.66,167000
661,12384,1.15,3,3,1,2,135.125,2469.2,197900
662,46589,1.15,4,4,1,3,135.125,3819.74,402000
663,13560,1.1,2,2,2,2,129.25,1992.96,110000
664,10012,0.9,3,3,0,2,105.75,2032.04,137500
665,20896,1.15,3,1,1,3,135.125,3600.18,423000
666,11194,1.15,3,3,1,2,135.125,2549.2,230500
667,18450,1.1,3,3,1,2,129.25,3187.28,129000
668,8125,1.1,3,3,1,2,129.25,2637.12,193500
669,14175,0.95,3,3,1,2,111.625,2300.12,168000
670,11600,0.9,1,2,1,1,105.75,1434.96,137500
671,8633,1.1,4,3,0,2,129.25,1840.26,173500
672,6629,1.1,3,3,0,1,129.25,1838.58,103600
673,11250,1.1,3,3,1,2,129.25,1967.34,165000
674,14442,1.1,3,3,2,2,129.25,2845.4,257500
675,9200,1.1,2,3,1,1,129.25,2030,140000
676,2289,1.1,3,3,1,2,129.25,1804.06,148500
677,9600,0.9,3,4,0,3,105.75,2159.8,87000
678,9022,0.95,1,2,0,1,111.625,1314.88,109500
679,11844,1.15,3,3,1,3,135.125,2890.56,372500
680,9945,0.95,2,3,0,2,111.625,1545.82,128500
681,8012,1.1,2,2,1,1,129.25,1457.72,143000
682,4500,0.95,1,3,0,1,111.625,1853.2,159434
683,2887,1.1,2,2,1,2,129.25,2189.98,173000
684,11248,1.2,3,3,1,3,141,2683.82,285000
685,16770,1.15,3,4,0,2,135.125,2238.4,221000
686,5062,1.15,3,3,1,2,135.125,2906.76,207500
687,10207,1.15,3,3,0,2,135.125,2181.88,227875
688,5105,1.15,3,2,0,2,135.125,1385.54,148800
689,8089,1.15,3,2,1,2,135.125,2227.22,392000
690,7577,1.1,2,2,1,2,129.25,1895.44,194700
691,4426,1.1,2,1,1,2,129.25,1417.78,141000
692,21535,10,5,4,2,3,1175,5779.5,755000
693,26178,1.15,4,4,2,2,135.125,3412.3,335000
694,5400,0.95,1,2,0,1,111.625,1472,108480
695,6120,0.95,2,3,0,2,111.625,1870.24,141500
696,13811,1.1,3,2,1,2,129.25,1875.16,176000
697,6000,0.95,1,2,0,1,111.625,1111.44,89000
698,6420,0.95,2,2,0,1,111.625,1681.14,123500
699,8450,0.95,2,3,1,1,111.625,1753.56,138500
700,4282,1.15,2,2,0,2,135.125,2012.16,196000
701,14331,1.15,3,3,1,3,135.125,2972.36,312500
702,9600,1.15,2,3,0,2,135.125,1489.92,140000
703,12438,1.15,3,4,1,3,135.125,3208.88,361919
704,7630,0.95,2,4,1,2,111.625,2168.16,140000
705,8400,1.15,3,3,0,2,135.125,2284.6,213000
706,5600,0.9,2,3,0,0,105.75,1092,55000
707,115149,1.15,3,2,2,2,135.125,2980.1,302000
708,6240,1.15,3,2,1,2,135.125,2141.42,254000
709,9018,1.15,3,3,1,2,135.125,1743.04,179540
710,7162,0.95,1,3,0,1,111.625,1149.28,109900
711,4130,0.85,1,2,0,0,99.875,804.6,52000
712,8712,0.9,1,2,0,1,105.75,1548.28,102776
713,4671,1.15,3,2,1,2,135.125,2036.14,189000
714,9873,0.9,2,3,0,2,105.75,1727.46,129000
715,13517,1.1,3,3,0,2,129.25,1898.42,130500
716,10140,1.1,2,3,1,2,129.25,1647.92,165000
717,10800,1.15,2,3,0,2,135.125,2919.28,159500
718,10000,0.95,3,3,1,2,111.625,2019.2,157000
719,10542,1.15,4,3,1,3,135.125,3657.18,341000
720,9920,0.95,2,3,1,1,111.625,1420.7,128500
721,6563,1.15,3,2,1,2,135.125,2921.36,275000
722,4426,1.1,2,1,0,2,129.25,1412.92,143000
723,8120,0.9,1,3,0,2,105.75,1170.86,124500
724,8172,0.9,2,4,0,1,105.75,1827.08,135000
725,13286,1.2,3,3,1,3,141,2853.48,320000
726,6960,0.9,1,3,0,2,105.75,1376.12,120500
727,21695,1.1,3,3,1,2,129.25,2572.44,222000
728,7314,1.15,3,2,0,2,135.125,1907.6,194500
729,11475,0.95,3,4,0,3,111.625,2239.52,110000
730,6240,0.9,1,2,0,2,105.75,1595.04,103000
731,5389,1.15,3,2,1,2,135.125,2737.08,236500
732,9590,1.15,3,3,1,2,135.125,1776.28,187500
733,11404,1.15,3,3,1,2,135.125,2629.6,222500
734,10000,0.95,2,3,1,1,111.625,1693.48,131400
735,8978,0.95,1,3,0,1,111.625,1307.52,108000
736,10800,1.15,2,2,2,2,135.125,2419.8,163000
737,8544,0.85,2,2,0,2,99.875,1040,93500
738,10463,1.15,3,3,1,3,135.125,2143.84,239900
739,10800,0.95,6,3,0,0,111.625,2020.8,179000
740,9313,1.15,3,3,0,2,135.125,2134.4,190000
741,9600,0.95,2,2,0,2,111.625,1777.28,132000
742,6768,1.1,3,3,0,1,129.25,1557.76,142000
743,8450,1.15,2,3,0,2,135.125,1847.52,179000
744,12886,0.95,3,3,1,2,111.625,2013.84,175000
745,5395,1.15,3,2,1,2,135.125,2221.38,180000
746,8963,1.15,5,4,2,2,135.125,3420.66,299800
747,8795,1.15,3,4,1,2,135.125,2811.12,236000
748,11700,1.15,2,4,1,4,135.125,3442.72,265979
749,10593,1.15,3,3,1,2,135.125,2847.98,260400
750,8405,0.9,2,4,0,1,105.75,1750.68,98000
751,8800,0.9,1,3,0,0,105.75,1429.28,96500
752,7750,1.15,3,3,0,2,135.125,1543.2,162000
753,9236,1.1,3,3,0,2,129.25,2445.24,217000
754,10240,1.15,3,3,1,3,135.125,2550.88,275500
755,7930,1.1,2,3,0,2,129.25,1770.86,156000
756,3230,1.1,3,3,0,2,129.25,1823.86,172500
757,10769,1.15,3,3,0,2,135.125,2193.44,212000
758,11616,1.1,3,3,1,2,129.25,1937.48,158900
759,2280,1.15,3,3,0,2,135.125,1895.98,179400
760,12257,1.15,3,4,1,3,135.125,3161.32,290000
761,9100,1.1,1,2,0,1,129.25,1314,127500
762,6911,0.95,1,2,0,2,111.625,1759.3,100000
763,8640,1.15,3,3,0,2,135.125,1911,215200
764,9430,1.15,4,3,1,3,135.125,3321.38,337000
765,9549,1.15,3,2,1,2,135.125,2573.88,270000
766,14587,1.2,2,2,1,2,141,2064.64,264132
767,10421,1.15,3,3,1,2,135.125,2458.36,196500
768,12508,1.1,3,4,0,1,129.25,2543.72,160000
769,9100,1.15,2,3,1,2,135.125,2468.16,216837
770,53504,1.15,5,4,1,3,135.125,4699.16,538000
771,7252,0.95,2,2,0,2,111.625,1407.94,134900
772,8877,0.9,1,2,0,2,105.75,1738.32,102000
773,7819,1.1,2,3,1,2,129.25,1683.94,107000
774,10150,0.95,1,2,0,1,111.625,1322.4,114500
775,14226,1.15,2,3,1,3,135.125,2752.4,395000
776,4500,1.1,3,2,0,2,129.25,2033.16,162000
777,11210,1.15,2,3,0,3,135.125,2212.08,221500
778,13350,0.95,2,3,1,2,111.625,1549.24,142500
779,8400,0.95,2,4,2,2,111.625,2020,144000
780,10530,1.1,2,2,0,2,129.25,1608.5,135000
781,7875,1.15,2,3,1,2,135.125,1756.96,176000
782,7153,1.1,3,3,0,2,129.25,2046.86,175900
783,16285,1.15,2,3,0,2,135.125,1852.04,187100
784,9101,0.95,2,1,1,2,111.625,2008.06,165500
785,6300,1.1,2,3,1,0,129.25,2042.48,128000
786,9790,1.1,2,3,1,2,129.25,2143.9,161500
787,10800,0.95,3,4,0,1,111.625,2249.8,139000
788,10142,1.15,4,4,0,2,135.125,2610.72,233000
789,6000,0.9,1,2,0,1,105.75,1153.28,107900
790,12205,1.1,3,5,0,2,129.25,2732.6,187500
791,3182,1.15,2,2,1,2,135.125,1547.84,160200
792,11333,1.1,2,3,2,2,129.25,1610.18,146800
793,9920,1.15,4,3,1,2,135.125,2838.04,269790
794,9158,1.15,2,3,0,2,135.125,2126.4,225000
795,10832,1.15,3,3,1,2,135.125,2222.68,194500
796,8400,1.1,3,3,1,2,129.25,1908.4,171000
797,8197,1.1,2,3,1,2,129.25,1558.12,143500
798,7677,0.95,1,2,0,1,111.625,1183.24,110000
799,13518,1.2,4,4,2,3,141,3833.84,485000
800,7200,0.95,3,3,2,1,111.625,2398.46,175000
801,12798,1.1,4,4,0,2,129.25,2529.48,200000
802,4800,0.9,2,2,0,2,105.75,1597.86,109900
803,8199,1.15,4,3,1,2,135.125,1917.6,189000
804,13891,1.2,4,4,1,3,141,3592,582933
805,9000,0.95,1,2,0,1,111.625,1666.16,118000
806,12274,1.15,2,3,0,2,135.125,1872.76,227680
807,9750,0.95,2,3,0,1,111.625,1597.12,135500
808,21384,0.95,4,3,1,2,111.625,2641.38,223500
809,13400,0.95,2,3,1,2,111.625,1591.68,159950
810,8100,0.95,2,2,0,2,111.625,2526.12,106000
811,10140,1.1,3,3,1,2,129.25,2123.4,181000
812,4438,1.1,2,1,1,2,129.25,1400.12,144500
813,8712,0.95,1,2,0,2,111.625,1195.2,55993
814,9750,1.1,2,4,0,1,129.25,2294.48,157900
815,8248,0.95,3,3,0,1,111.625,1659.04,116000
816,12137,1.15,2,3,0,2,135.125,2149.92,224900
817,11425,0.95,1,2,1,1,111.625,1561.08,137000
818,13265,1.15,3,3,2,3,135.125,2685.36,271000
819,8816,1.1,2,3,0,2,129.25,1506.16,155000
820,6371,1.15,3,2,1,2,135.125,2138.34,224000
821,7226,1.15,3,3,0,2,135.125,1899.44,183000
822,6000,0.9,1,2,0,2,105.75,1322.24,93000
823,12394,1.15,3,3,1,2,135.125,2072.56,225000
824,9900,1.1,2,3,1,1,129.25,1921.24,139500
825,11216,1.15,2,3,1,2,135.125,2017.92,232600
826,14803,10,3,2,1,3,1175,3378.4,385000
827,6130,0.95,2,2,0,0,111.625,1372.16,109500
828,8529,1.15,2,3,1,2,135.125,2064.72,189000
829,28698,0.95,4,3,0,2,111.625,3200.1,185000
830,2544,1.15,3,2,0,2,135.125,1523.8,147400
831,11900,1.1,3,3,2,2,129.25,2250.56,166000
832,3180,1.15,3,2,0,2,135.125,1500.8,151000
833,9548,1.15,4,3,1,2,135.125,2410.78,237000
834,10004,1.1,2,3,0,2,129.25,2215.62,167000
835,7875,0.95,2,3,0,2,111.625,1658.8,139950
836,9600,0.9,2,2,0,2,105.75,1701.64,128000
837,8100,0.95,2,2,0,2,111.625,2405.64,153500
838,1680,1.1,3,2,0,1,129.25,1234.44,100000
839,9525,0.95,2,3,0,1,111.625,1584.64,144000
840,11767,0.95,1,3,0,1,111.625,1534.72,130500
841,12155,1.1,2,4,0,1,129.25,1946.72,140000
842,10440,0.95,2,3,1,2,111.625,1888.04,157500
843,9020,1.1,3,3,0,2,129.25,1873.1,174900
844,8000,0.95,2,6,0,0,111.625,2304,141000
845,12665,0.95,2,4,1,3,111.625,2099.52,153900
846,16647,0.95,3,3,2,2,111.625,2562.8,171000
847,9317,1.15,4,3,1,2,135.125,2532.94,213000
848,15523,0.95,2,3,1,1,111.625,1262.32,133500
849,45600,1.1,3,5,1,2,129.25,3060,240000
850,9600,1.1,3,3,1,2,129.25,2155.16,187000
851,4435,1.1,2,1,0,2,129.25,1399.1,131500
852,3196,1.15,2,2,1,2,135.125,1919.96,215000
853,7128,1.15,2,4,2,1,135.125,2102.4,164000
854,12095,1.1,2,3,1,2,129.25,2067.52,158000
855,17920,0.95,3,3,1,2,111.625,3267.18,170000
856,6897,0.95,3,3,0,1,111.625,1638.46,127000
857,10970,1.1,2,3,0,2,129.25,1638.72,147000
858,8125,1.1,3,3,1,2,129.25,1706.36,174000
859,10400,1.15,2,3,1,2,135.125,1675.2,152000
860,11029,1.1,4,4,1,2,129.25,3344.78,250000
861,7642,1.15,2,3,1,1,135.125,1873.36,189950
862,11625,0.95,3,3,0,2,111.625,1615.86,131500
863,9672,1.1,2,3,0,2,129.25,1503.12,152000
864,7931,0.95,2,3,0,1,111.625,1859.76,132500
865,8640,1.15,2,3,0,2,135.125,1868.16,250580
866,8750,0.95,2,3,0,2,111.625,1564.08,148500
867,10656,1.15,2,3,1,3,135.125,2291.52,248900
868,6970,0.9,3,3,0,2,105.75,1835.6,129000
869,14762,0.95,2,2,1,2,111.625,2512,169000
870,9938,1.15,4,3,1,2,135.125,2669.84,236000
871,6600,0.95,1,2,0,1,111.625,1144.32,109500
872,8750,1.1,3,3,0,2,129.25,2140.42,200500
873,8892,0.95,1,3,0,2,111.625,1196.84,116000
874,12144,0.95,1,3,1,1,111.625,1650.86,133000
875,5720,0.95,2,3,0,1,111.625,1336.92,66500
876,9000,1.15,3,4,1,2,135.125,3387.6,303477
877,25286,0.9,2,3,0,2,105.75,1553.14,132250
878,8834,1.2,4,4,1,3,141,3148.92,350000
879,11782,0.95,2,3,0,2,111.625,1894.06,148000
880,7000,0.95,2,3,0,1,111.625,1325.56,136500
881,7024,0.95,3,2,0,2,111.625,1767.6,157000
882,13758,1.15,3,3,1,2,135.125,2483.68,187500
883,9636,1.1,3,3,1,2,129.25,2070.12,178000
884,6204,0.9,2,5,0,1,105.75,2603,118500
885,7150,0.95,1,3,0,1,111.625,1288.64,100000
886,5119,1.2,3,2,1,2,141,2719.44,328900
887,8393,0.95,2,4,0,2,111.625,2564.08,145000
888,16466,0.95,2,3,0,1,111.625,1857.92,135500
889,15865,1.15,3,4,1,2,135.125,3588.76,268000
890,12160,1.1,2,2,1,2,129.25,2407.4,149500
891,8064,0.95,1,3,1,2,111.625,1112.16,122900
892,11184,1.1,3,3,1,2,129.25,2342.4,172500
893,8414,1.1,2,3,0,1,129.25,1712.82,154500
894,13284,0.95,2,3,1,1,111.625,2551.84,165000
895,7018,0.95,2,4,0,2,111.625,1535,118858
896,7056,1.1,3,4,1,2,129.25,2190.4,140000
897,8765,0.9,1,2,0,1,105.75,1336.58,106500
898,7018,0.95,2,6,0,2,111.625,2338.56,142953
899,12919,1.2,4,2,2,3,141,3813.92,611657
900,6993,0.95,1,3,1,1,111.625,1649.46,135000
901,7340,0.9,1,2,0,1,105.75,1207.72,110000
902,8712,0.95,2,2,0,1,111.625,1876.16,153000
903,7875,1.15,3,3,1,2,135.125,1788.24,180000
904,14859,1.15,2,3,1,3,135.125,2277.76,240000
905,6173,0.95,1,3,0,1,111.625,1350.94,125500
906,9920,0.95,2,3,0,1,111.625,1721.96,128000
907,13501,1.15,3,3,1,3,135.125,2159.86,255000
908,11500,1.15,2,3,1,1,135.125,2610.78,250000
909,8885,0.95,2,2,0,2,111.625,1461.38,131000
910,12589,1.1,3,3,1,2,129.25,1734,174000
911,11600,0.95,2,5,0,2,111.625,2734.02,154300
912,9286,0.95,2,3,0,1,111.625,1800.4,143500
913,6120,0.95,1,3,0,1,111.625,1566.86,88000
914,6270,0.95,2,4,0,3,111.625,2378.84,145000
915,3000,1.1,3,2,0,2,129.25,1682.52,173733
916,2001,0.9,2,3,0,1,105.75,1244.88,75000
917,9000,0.8,1,1,0,1,94,631.4,35311
918,17140,0.9,1,3,0,1,105.75,1906.58,135000
919,13125,1.15,4,4,1,3,135.125,3064.8,238000
920,11029,1.1,2,3,1,2,129.25,2219.58,176500
921,8462,1.1,4,3,0,2,129.25,2519.2,201000
922,8777,0.95,6,4,0,0,111.625,2980.72,145900
923,10237,1.1,2,3,1,2,129.25,1776.86,169990
924,8012,1.1,3,2,1,2,129.25,2463.36,193000
925,10240,1.1,3,3,1,2,129.25,3081.88,207500
926,15611,0.95,3,3,0,2,111.625,1848.88,175000
927,11999,1.15,3,4,1,3,135.125,2851.24,285000
928,9900,1.15,3,4,1,2,135.125,2433.04,176000
929,11838,1.15,2,3,1,2,135.125,2528.92,236500
930,13006,1.15,3,4,1,2,135.125,2505.92,222000
931,8925,1.15,2,3,0,3,135.125,1960.32,201000
932,9100,0.95,2,2,0,1,111.625,1457.36,117500
933,11670,1.2,2,3,1,3,141,2591.2,320000
934,8487,1.15,2,3,0,2,135.125,2078.48,190000
935,27650,1.15,3,4,1,2,135.125,2377.3,242000
936,5825,0.9,1,1,0,2,105.75,943.16,79900
937,10083,1.15,3,2,0,2,135.125,1845.3,184900
938,9675,1.15,3,3,1,2,135.125,2436.98,253000
939,8760,1.15,3,3,0,3,135.125,2581.24,239799
940,24090,1.15,2,4,2,1,135.125,3007.64,244400
941,12640,1.1,2,4,0,2,129.25,2690.32,150900
942,8755,1.15,4,3,1,2,135.125,2738,214000
943,7711,0.9,4,4,0,0,105.75,2538.24,150000
944,25000,0.95,2,4,0,2,111.625,2088.96,143000
945,14375,1.1,2,3,1,2,129.25,1965.62,137500
946,8820,0.95,1,2,0,2,111.625,2789,124900
947,8163,0.95,2,3,1,1,111.625,1873.64,143000
948,14536,1.15,3,3,1,3,135.125,2725.08,270000
949,14006,1.15,3,3,1,2,135.125,2207.04,192500
950,9360,1.1,3,3,1,2,129.25,2039.96,197500
951,7200,0.95,2,3,0,2,111.625,1416.06,129000
952,7800,0.95,2,3,0,1,111.625,1684.22,119900
953,7200,0.95,2,2,0,1,111.625,1330.32,133900
954,11075,0.95,4,4,1,2,111.625,2790.62,172000
955,9400,1.1,4,4,0,0,129.25,1565.9,127500
956,7136,1.1,2,4,0,2,129.25,2396.68,145000
957,1300,1.1,2,2,1,2,129.25,1578.98,124000
958,7420,0.95,1,3,0,2,111.625,1494.74,132000
959,8450,1.15,3,3,0,2,135.125,1980.22,185000
960,2572,1.15,4,3,0,2,135.125,1851.44,155000
961,7207,0.95,2,2,0,0,111.625,1409.76,116500
962,12227,1.1,4,4,1,2,129.25,4126.64,272000
963,2308,1.1,4,3,1,2,129.25,1992.88,155000
964,11923,1.2,2,2,0,2,141,2597.12,239000
965,11316,1.15,4,4,1,2,135.125,2366.92,214900
966,10237,1.1,3,3,1,2,129.25,1760.84,178900
